City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Talnakh,RU,2021-10-03 00:42:54,69.4865,88.3972,16.54,91,39,1.72
276,Mica,RO,2021-10-03 00:42:54,46.3667,24.4167,41.14,93,6,4.61
277,Tarnogskiy Gorodok,RU,2021-10-03 00:42:54,60.4997,43.5761,42.78,91,100,2.06
278,Gigmoto,PH,2021-10-03 00:42:55,13.7796,124.39,82.29,82,100,3.65
279,Chapais,CA,2021-10-03 00:42:56,49.7834,-74.8492,42.58,78,0,4.18
280,Moranbah,AU,2021-10-03 00:42:56,-22.0016,148.0466,91.15,20,0,10.94
281,Kaka,TM,2021-10-03 00:42:57,37.3482,59.6143,52.52,31,0,5.12
282,Krasnaya Gorka,RU,2021-10-03 00:42:58,55.1962,56.6673,36.18,93,99,4.45
283,Saint-Denis,FR,2021-10-03 00:42:58,48.9167,2.3333,64.18,92,90,4.0
284,Dongsheng,CN,2021-10-03 00:42:59,39.8161,109.9776,57.94,36,0,16.26
285,Flin Flon,CA,2021-10-03 00:42:59,54.7682,-101.865,53.49,45,94,1.63
286,Oranjestad,AW,2021-10-03 00:39:08,12.524,-70.027,84.15,80,20,4.0
287,Leningradskiy,RU,2021-10-03 00:43:00,69.3833,178.4167,20.68,72,12,9.84
288,Mortka,RU,2021-10-03 00:43:00,59.3322,66.0214,33.76,68,100,8.55
289,Yambio,SS,2021-10-03 00:43:01,4.5721,28.3955,67.23,99,97,2.57
290,Elizabeth City,US,2021-10-03 00:43:01,36.2946,-76.2511,72.01,78,1,1.01
291,Valley Station,US,2021-10-03 00:43:02,38.1112,-85.8702,75.31,85,90,1.99
292,Sitio Novo Do Tocantins,BR,2021-10-03 00:43:02,-5.5183,-47.4611,76.93,100,75,2.3
293,Walvis Bay,NA,2021-10-03 00:43:03,-22.9575,14.5053,54.09,87,0,8.05
294,Volga,RU,2021-10-03 00:43:04,57.9516,38.3879,38.32,93,51,3.85
295,Millet,CA,2021-10-03 00:43:04,53.1001,-113.4687,57.16,34,98,5.73
296,Abeche,TD,2021-10-03 00:43:04,13.8292,20.8324,81.03,32,38,9.89
297,Celestun,MX,2021-10-03 00:43:05,20.8667,-90.4,83.26,72,99,14.43
298,Nizhniy Tsasuchey,RU,2021-10-03 00:43:06,50.5167,115.1333,40.26,51,100,11.45
299,Talaya,RU,2021-10-03 00:43:06,61.3833,152.75,30.56,85,30,3.98
300,Moron,AR,2021-10-03 00:38:21,-34.6534,-58.6198,62.35,81,100,7.0
301,Kralendijk,BQ,2021-10-03 00:43:07,12.15,-68.2667,84.18,74,20,18.41
302,Puerto Carreno,CO,2021-10-03 00:43:07,6.189,-67.4859,80.15,78,53,3.56
303,Kemi,FI,2021-10-03 00:43:08,65.8596,24.8228,46.17,93,75,10.36
304,Ahipara,NZ,2021-10-03 00:43:08,-35.1667,173.1667,65.19,65,100,16.6
305,Pochutla,MX,2021-10-03 00:43:08,15.7432,-96.4661,84.02,88,35,3.49
306,Vardo,NO,2021-10-03 00:39:44,70.3705,31.1107,48.65,84,100,26.08
307,Barcelos,PT,2021-10-03 00:43:09,41.5388,-8.6151,66.92,98,100,15.37
308,Dingle,PH,2021-10-03 00:43:10,10.9995,122.6711,81.99,82,100,2.64
309,Codrington,AU,2021-10-03 00:43:10,-38.2667,141.9667,60.98,79,100,13.53
310,Cozumel,MX,2021-10-03 00:43:10,20.5083,-86.9458,82.99,84,40,1.01
311,Ulladulla,AU,2021-10-03 00:43:11,-35.35,150.4667,70.7,52,7,0.58
312,Alekseyevsk,RU,2021-10-03 00:43:11,57.8406,108.3492,35.04,73,94,2.57
313,Waw,SS,2021-10-03 00:43:12,7.7029,27.9953,69.85,97,100,5.75
314,Sabha,LY,2021-10-03 00:43:12,27.0377,14.4283,74.26,39,89,9.55
315,Saint Anthony,US,2021-10-03 00:43:13,45.0205,-93.218,68.05,94,90,9.22
316,Ariquemes,BR,2021-10-03 00:43:13,-9.9133,-63.0408,80.11,63,80,2.39
317,Iquique,CL,2021-10-03 00:43:14,-20.2208,-70.1431,60.84,76,43,4.74
318,Atar,MR,2021-10-03 00:43:14,20.5169,-13.0499,89.35,25,82,3.36
319,Kysyl-Syr,RU,2021-10-03 00:43:14,63.8986,122.7617,34.2,61,15,3.69
320,Vagur,FO,2021-10-03 00:43:15,61.4732,-6.8119,48.38,91,100,26.24
321,Ormara,PK,2021-10-03 00:43:15,25.2088,64.6357,82.18,77,24,7.85
322,Ostrovnoy,RU,2021-10-03 00:43:16,68.0531,39.5131,47.26,83,100,17.13
323,Avera,US,2021-10-03 00:43:16,33.194,-82.5271,74.71,56,100,2.46
324,Acapulco,MX,2021-10-03 00:41:56,16.8634,-99.8901,81.05,82,59,1.77
325,Kurilsk,RU,2021-10-03 00:43:17,45.2333,147.8833,55.02,76,80,21.25
326,Pontianak,ID,2021-10-03 00:39:42,-0.0333,109.3333,78.78,88,20,5.75
327,Chokurdakh,RU,2021-10-03 00:43:18,70.6333,147.9167,24.58,95,100,5.59
328,Miraflores,MX,2021-10-03 00:43:18,19.2167,-98.8083,68.65,89,100,3.22
329,Aklavik,CA,2021-10-03 00:43:19,68.2191,-135.0107,36.32,96,100,15.1
330,Mahebourg,MU,2021-10-03 00:41:05,-20.4081,57.7,72.25,88,40,11.5
331,Gravdal,NO,2021-10-03 00:43:19,68.1214,13.5031,51.73,87,100,14.85
332,Ingham,US,2021-10-03 00:43:20,42.6,-84.3833,66.38,95,40,5.75
333,Maan,PH,2021-10-03 00:43:20,5.9339,124.7356,84.43,74,26,3.8
334,Houma,US,2021-10-03 00:43:21,29.5958,-90.7195,78.01,93,100,4.83
335,Peniche,PT,2021-10-03 00:43:21,39.3558,-9.3811,69.62,91,100,19.28
336,College,US,2021-10-03 00:43:21,64.8569,-147.8028,35.58,95,90,0.0
337,San Jose,US,2021-10-03 00:41:13,37.3394,-121.895,93.09,25,1,4.0
338,Danilovka,RU,2021-10-03 00:43:22,50.3557,44.1168,45.03,63,10,1.12
339,Miri,MY,2021-10-03 00:43:22,4.4148,114.0089,78.94,89,40,6.91
340,Samarinda,ID,2021-10-03 00:41:19,-0.5,117.15,82.44,77,63,2.71
341,Veraval,IN,2021-10-03 00:43:23,20.9,70.3667,79.81,85,100,5.97
342,Omboue,GA,2021-10-03 00:39:58,-1.5746,9.2618,76.5,87,100,7.87
343,Itarema,BR,2021-10-03 00:43:24,-2.9248,-39.9167,78.58,82,2,15.88
344,Gari,RU,2021-10-03 00:43:24,59.4307,62.3497,26.71,96,92,5.5
345,Brainerd,US,2021-10-03 00:43:24,46.358,-94.2008,64.42,77,90,4.61
346,Honningsvag,NO,2021-10-03 00:43:25,70.9821,25.9704,49.86,83,96,23.4
347,Dagda,LV,2021-10-03 00:43:25,56.0951,27.5372,46.22,84,100,9.08
348,Bonthe,SL,2021-10-03 00:43:26,7.5264,-12.505,76.21,91,100,2.39
349,Lokosovo,RU,2021-10-03 00:43:26,61.1333,74.8167,29.97,97,100,8.01
350,Thai Binh,VN,2021-10-03 00:43:26,20.45,106.3333,84.2,74,96,5.97
351,Verkh-Usugli,RU,2021-10-03 00:43:27,52.7,115.1667,38.17,49,54,2.26
352,Alta Floresta,BR,2021-10-03 00:43:27,-9.8756,-56.0861,69.75,93,100,4.9
353,Semey,KZ,2021-10-03 00:41:13,50.4111,80.2275,37.62,75,0,8.95
354,Candelaria,PH,2021-10-03 00:43:28,13.9311,121.4233,82.38,81,99,5.84
355,Cortez,US,2021-10-03 00:43:29,37.3489,-108.5859,65.52,45,1,10.36
356,Calimete,CU,2021-10-03 00:43:29,22.5333,-80.9061,77.14,81,5,7.65
357,Yinchuan,CN,2021-10-03 00:43:30,38.4681,106.2731,66.88,20,88,9.28
358,Nehe,CN,2021-10-03 00:43:30,48.4833,124.8333,42.21,92,100,16.55
359,Hambantota,LK,2021-10-03 00:43:31,6.1241,81.1185,75.54,100,20,1.14
360,Koungheul,SN,2021-10-03 00:43:31,13.9833,-14.8,80.62,78,99,5.14
361,Carnduff,CA,2021-10-03 00:43:32,49.1667,-101.8009,56.37,27,0,7.99
362,Blagoveshchenka,RU,2021-10-03 00:43:32,52.8333,79.8667,34.07,84,98,8.86
363,Eyl,SO,2021-10-03 00:39:55,7.9803,49.8164,78.78,81,99,13.91
364,Olafsvik,IS,2021-10-03 00:40:59,64.8945,-23.7142,40.1,78,100,31.99
365,Port Hawkesbury,CA,2021-10-03 00:43:33,45.6169,-61.3485,53.19,89,90,5.01
366,Staunton,US,2021-10-03 00:43:34,38.1496,-79.0717,65.95,69,1,0.0
367,Kuala Terengganu,MY,2021-10-03 00:43:34,5.3302,103.1408,76.95,100,20,0.0
368,Zverinogolovskoye,RU,2021-10-03 00:43:34,54.4586,64.8542,37.45,68,100,7.65
369,Chinna Salem,IN,2021-10-03 00:43:35,11.65,78.9,77.95,85,100,3.13
370,Seddon,AU,2021-10-03 00:40:26,-37.8068,144.8916,73.2,66,40,8.05
371,Pangnirtung,CA,2021-10-03 00:43:35,66.1451,-65.7125,37.33,82,19,1.68
372,Prince Rupert,CA,2021-10-03 00:43:36,54.3161,-130.3201,47.89,88,90,13.8
373,Carson City,US,2021-10-03 00:43:36,39.1638,-119.7674,79.54,10,1,13.8
374,Rock Sound,BS,2021-10-03 00:43:36,24.9,-76.2,81.73,71,74,20.33
375,Urucara,BR,2021-10-03 00:43:37,-2.5364,-57.76,74.61,96,100,2.33
376,Huanren,CN,2021-10-03 00:43:37,41.2647,125.3667,57.0,96,100,6.35
377,Vila Franca Do Campo,PT,2021-10-03 00:43:38,37.7167,-25.4333,74.19,91,85,7.11
378,Kaeo,NZ,2021-10-03 00:43:38,-35.1,173.7833,67.32,72,100,12.01
379,Naze,JP,2021-10-03 00:43:39,28.3667,129.4833,81.52,64,0,16.93
380,Victor Harbor,AU,2021-10-03 00:43:39,-35.5667,138.6167,61.47,81,91,1.99
381,Plettenberg Bay,ZA,2021-10-03 00:43:40,-34.0527,23.3716,49.19,73,66,9.53
382,Vanavara,RU,2021-10-03 00:40:15,60.34,102.2797,32.72,86,79,4.61
383,Mehriz,IR,2021-10-03 00:43:40,31.5917,54.4318,66.7,34,33,4.88
384,Sur,OM,2021-10-03 00:42:17,22.5667,59.5289,83.53,73,100,18.52
385,Nyagan,RU,2021-10-03 00:43:41,62.1406,65.3936,28.42,89,20,7.05
386,Tura,IN,2021-10-03 00:43:41,25.5198,90.2201,73.47,96,87,3.78
387,Pierre,US,2021-10-03 00:43:41,44.3683,-100.351,70.86,61,1,5.99
388,Hobyo,SO,2021-10-03 00:43:42,5.3505,48.5268,77.88,88,23,19.35
389,Gobabis,NA,2021-10-03 00:43:42,-22.45,18.9667,50.0,23,0,9.17
390,Kanniyakumari,IN,2021-10-03 00:43:43,8.0833,77.5667,79.11,82,14,7.34
391,Saint-Pierre,RE,2021-10-03 00:43:43,-21.3393,55.4781,69.48,68,0,6.91
392,Kemin,KG,2021-10-03 00:43:44,42.7846,75.6892,35.46,62,0,4.47
393,Tilichiki,RU,2021-10-03 00:41:48,60.4667,166.1,40.89,80,100,7.34
394,Sabang,ID,2021-10-03 00:43:44,5.8933,95.3214,81.14,78,29,3.69
395,Dawlatabad,AF,2021-10-03 00:43:45,36.4141,64.9053,50.83,26,0,3.38
396,Jacareacanga,BR,2021-10-03 00:43:45,-6.2222,-57.7528,72.45,98,100,1.21
397,Lake City,US,2021-10-03 00:43:45,30.1897,-82.6393,78.01,78,1,3.44
398,Ewa Beach,US,2021-10-03 00:43:46,21.3156,-158.0072,87.75,52,40,6.91
399,Marzuq,YE,2021-10-03 00:43:47,14.4,46.4667,76.14,49,99,2.33
400,Yumen,CN,2021-10-03 00:43:47,40.2833,97.2,42.64,50,100,18.19
401,Hofn,IS,2021-10-03 00:43:47,64.2539,-15.2082,45.88,69,94,20.62
402,Maceio,BR,2021-10-03 00:43:48,-9.6658,-35.7353,78.24,94,20,4.61
403,Vao,NC,2021-10-03 00:43:48,-22.6667,167.4833,72.16,92,98,15.66
404,Duki,PK,2021-10-03 00:43:48,30.1541,68.5728,75.69,63,31,4.54
405,Berdigestyakh,RU,2021-10-03 00:43:49,62.0989,126.6992,33.89,64,8,3.27
406,Ust-Tsilma,RU,2021-10-03 00:43:49,65.441,52.1498,36.12,78,100,4.12
407,Amapa,BR,2021-10-03 00:43:50,1.0,-52.0,73.24,96,100,2.82
408,Bilma,NE,2021-10-03 00:43:51,18.6853,12.9164,81.66,20,0,7.2
409,Sandpoint,US,2021-10-03 00:43:51,48.2766,-116.5533,63.68,64,75,0.0
410,Pincher Creek,CA,2021-10-03 00:43:52,49.4833,-113.952,62.71,27,75,32.21
411,Vanimo,PG,2021-10-03 00:43:52,-2.6741,141.3028,82.45,79,100,0.31
412,Tabuk,PH,2021-10-03 00:43:53,17.4189,121.4443,81.54,79,98,2.37
413,Mackay,AU,2021-10-03 00:43:53,-21.15,149.2,93.69,58,2,11.5
414,Waipawa,NZ,2021-10-03 00:43:54,-41.4122,175.5153,56.03,53,100,2.68
415,Fuengirola,ES,2021-10-03 00:43:55,36.54,-4.6247,72.09,67,75,2.3
416,Fallon,US,2021-10-03 00:43:55,39.4735,-118.7774,80.47,6,20,5.75
417,Duldurga,RU,2021-10-03 00:43:55,50.6761,113.5931,38.19,59,100,5.88
418,Noumea,NC,2021-10-03 00:43:56,-22.2763,166.4572,85.98,74,90,7.87
419,Westport,US,2021-10-03 00:43:56,41.1415,-73.3579,69.94,81,1,1.01
420,Esperance,AU,2021-10-03 00:43:56,-33.8667,121.9,53.44,72,100,26.15
421,Anadyr,RU,2021-10-03 00:43:57,64.75,177.4833,32.5,93,90,11.01
422,Paris,FR,2021-10-03 00:40:09,48.8534,2.3488,64.18,93,90,4.0
423,Rocky Mount,US,2021-10-03 00:43:57,35.9382,-77.7905,70.9,82,1,0.0
424,Abu Dhabi,AE,2021-10-03 00:40:16,24.4667,54.3667,89.62,84,20,8.05
425,Tumen,CN,2021-10-03 00:43:58,42.9661,129.8425,54.5,77,100,3.11
426,Arraial Do Cabo,BR,2021-10-03 00:39:42,-22.9661,-42.0278,70.93,93,100,8.25
427,Kamenka,RU,2021-10-03 00:43:59,51.3223,42.7678,49.57,69,100,5.06
428,Durban,ZA,2021-10-03 00:44:00,-29.8579,31.0292,58.12,91,100,10.0
429,Salinopolis,BR,2021-10-03 00:44:00,-0.6136,-47.3561,80.65,76,86,12.62
430,Clyde River,CA,2021-10-03 00:44:01,70.4692,-68.5914,36.79,85,100,4.72
431,Borba,BR,2021-10-03 00:44:01,-4.3878,-59.5939,72.91,98,67,3.44
432,Muros,ES,2021-10-03 00:44:01,42.7762,-9.0603,59.23,92,100,11.34
433,Formosa,AR,2021-10-03 00:42:38,-26.1775,-58.1781,71.58,94,90,5.75
434,Nishihara,JP,2021-10-03 00:44:02,26.1842,127.7558,85.68,70,40,12.66
435,Mankono,CI,2021-10-03 00:44:03,8.0586,-6.1897,71.69,95,99,2.93
436,Hegang,CN,2021-10-03 00:44:03,47.4,130.3667,43.66,80,100,10.98
437,Mkushi,ZM,2021-10-03 00:44:04,-13.6202,29.3939,72.09,40,95,2.66
438,Felanitx,ES,2021-10-03 00:44:04,39.4696,3.1483,69.96,80,5,7.83
439,Terra Santa,BR,2021-10-03 00:44:05,-2.1042,-56.4869,74.95,94,100,0.83
440,Christchurch,NZ,2021-10-03 00:42:10,-43.5333,172.6333,62.8,45,100,11.5
441,Caetite,BR,2021-10-03 00:39:51,-14.0694,-42.475,72.88,35,0,6.4
442,Tha Bo,TH,2021-10-03 00:44:05,17.85,102.5814,78.69,94,90,6.91
443,Ransang,PH,2021-10-03 00:44:06,8.9603,117.5828,83.68,75,100,5.41
444,Vung Tau,VN,2021-10-03 00:41:53,10.346,107.0843,77.9,88,100,6.62
445,Millville,US,2021-10-03 00:44:06,39.4021,-75.0393,69.93,93,1,0.0
446,Upington,ZA,2021-10-03 00:44:07,-28.4478,21.2561,52.18,58,0,5.75
447,Piacabucu,BR,2021-10-03 00:44:07,-10.4056,-36.4344,75.52,89,2,8.93
448,New Amsterdam,GY,2021-10-03 00:44:08,6.25,-57.5167,78.44,80,73,5.21
449,Xining,CN,2021-10-03 00:44:08,36.6167,101.7667,54.63,57,100,2.75
450,Bridgetown,BB,2021-10-03 00:43:24,13.1,-59.6167,84.69,70,40,21.85
451,Perelyub,RU,2021-10-03 00:44:09,51.8667,50.3667,49.82,73,100,5.08
452,Chontalpa,MX,2021-10-03 00:44:09,17.7,-93.5167,77.77,86,100,3.22
453,Saginaw,US,2021-10-03 00:44:10,43.3334,-84.0333,69.15,91,90,6.91
454,Zelenogorskiy,RU,2021-10-03 00:44:11,55.0333,87.0,32.52,94,100,8.68
455,Erenhot,CN,2021-10-03 00:44:11,43.6475,111.9767,46.04,42,100,15.7
456,Aksha,RU,2021-10-03 00:44:11,50.2814,113.2867,37.08,70,100,4.07
457,Belomorsk,RU,2021-10-03 00:44:12,64.5232,34.7668,42.48,96,89,5.53
458,Kitob,UZ,2021-10-03 00:44:12,39.0843,66.8332,46.98,42,0,1.61
459,Kharp,RU,2021-10-03 00:44:12,66.8014,65.8081,28.72,89,73,4.43
460,Okhotsk,RU,2021-10-03 00:44:13,59.3833,143.3,42.39,64,90,14.72
461,Havoysund,NO,2021-10-03 00:44:13,70.9963,24.6622,52.68,85,95,13.06
462,Lasa,IT,2021-10-03 00:44:14,46.6166,10.7002,58.08,95,73,4.79
463,Waingapu,ID,2021-10-03 00:44:14,-9.6567,120.2641,84.2,59,91,2.62
464,Athabasca,CA,2021-10-03 00:43:16,54.7169,-113.2854,60.62,39,57,3.58
465,Krasnoselkup,RU,2021-10-03 00:44:16,65.7,82.4667,27.32,95,100,10.04
466,Le Port,RE,2021-10-03 00:44:16,-20.9373,55.2919,69.8,72,14,8.19
467,Egvekinot,RU,2021-10-03 00:44:17,66.3167,-179.1667,17.74,91,81,3.51
468,Broome,US,2021-10-03 00:44:17,42.2506,-75.833,62.98,70,100,1.01
469,Oussouye,SN,2021-10-03 00:44:18,12.485,-16.5469,82.49,83,63,3.76
470,Prince Albert,CA,2021-10-03 00:44:18,53.2001,-105.7677,60.75,31,90,4.61
471,Port Macquarie,AU,2021-10-03 00:39:37,-31.4333,152.9167,77.9,40,2,4.94
472,Basco,PH,2021-10-03 00:44:19,20.4487,121.9702,83.77,69,34,18.25
473,Komsomolskiy,UZ,2021-10-03 00:44:19,40.4272,71.7189,52.52,46,93,4.61
474,Worthington,US,2021-10-03 00:44:13,40.0931,-83.018,70.52,93,90,0.0
475,Nola,IT,2021-10-03 00:44:20,40.922,14.5329,69.93,81,20,2.89
476,Kayerkan,RU,2021-10-03 00:44:21,69.3497,87.7602,23.14,94,95,6.24
477,Pyinmana,MM,2021-10-03 00:44:21,19.7333,96.2167,75.72,86,98,3.4
478,Sioux Lookout,CA,2021-10-03 00:43:04,50.1001,-91.917,57.58,94,90,3.44
479,Santa Marta,CO,2021-10-03 00:41:48,11.2408,-74.199,80.83,77,87,8.7
480,Ribeira Brava,PT,2021-10-03 00:44:22,32.65,-17.0667,72.72,81,0,2.64
481,Vilela,PT,2021-10-03 00:44:23,41.2251,-7.6034,59.09,94,100,10.71
482,Tucupita,VE,2021-10-03 00:44:23,9.0622,-62.051,74.46,94,100,4.03
483,San Policarpo,PH,2021-10-03 00:44:24,12.1791,125.5072,82.87,80,90,4.92
484,Duverge,DO,2021-10-03 00:44:24,18.3784,-71.5247,77.67,84,94,1.21
485,Camacari,BR,2021-10-03 00:44:25,-12.6975,-38.3242,78.57,93,1,7.34
486,Dunedin,NZ,2021-10-03 00:39:57,-45.8742,170.5036,54.81,77,100,4.0
487,Angoche,MZ,2021-10-03 00:44:25,-16.2325,39.9086,73.6,83,6,12.12
488,Puerto Escondido,MX,2021-10-03 00:44:26,15.85,-97.0667,85.03,58,75,0.0
489,Plouzane,FR,2021-10-03 00:44:26,48.3833,-4.6167,53.78,97,75,5.75
490,Edson,CA,2021-10-03 00:44:27,53.5835,-116.4356,57.34,38,20,13.8
491,Ilo,PE,2021-10-03 00:44:27,-17.6394,-71.3375,61.59,82,8,9.51
492,Warrnambool,AU,2021-10-03 00:44:28,-38.3833,142.4833,61.84,72,100,9.55
493,Pevek,RU,2021-10-03 00:44:28,69.7008,170.3133,25.14,84,94,20.51
494,Dakar,SN,2021-10-03 00:41:56,14.6937,-17.4441,75.33,94,40,13.8
495,Bayir,TR,2021-10-03 00:44:29,37.2687,28.2167,54.12,53,0,4.74
496,Taldan,RU,2021-10-03 00:44:29,53.6667,124.8,39.76,48,8,4.76
497,Purpe,RU,2021-10-03 00:44:30,64.4803,76.6897,26.82,95,100,15.01
498,Ufimskiy,RU,2021-10-03 00:44:30,56.7084,58.0517,30.15,93,6,4.59
499,Xaltianguis,MX,2021-10-03 00:44:31,17.0667,-99.8333,70.77,94,78,0.09
500,Marsh Harbour,BS,2021-10-03 00:44:31,26.5412,-77.0636,81.07,58,5,17.9
501,Santa Maria,BR,2021-10-03 00:41:38,-29.6842,-53.8069,65.5,88,0,10.36
502,Tarrafal,CV,2021-10-03 00:44:32,15.2833,-23.7667,79.59,85,36,11.92
503,Turkistan,KZ,2021-10-03 00:44:32,43.0,68.0,43.65,36,0,5.75
504,Machinga,MW,2021-10-03 00:44:33,-15.1685,35.3,72.45,52,1,4.25
505,Radhanpur,IN,2021-10-03 00:44:33,23.8333,71.6,81.97,79,15,6.06
506,Santiago De Cao,PE,2021-10-03 00:44:34,-7.9589,-79.2392,60.93,88,68,9.22
507,Arica,CL,2021-10-03 00:41:28,-18.475,-70.3042,61.03,77,90,8.05
508,Zhigansk,RU,2021-10-03 00:44:34,66.7697,123.3711,30.6,75,24,9.95
509,Bagdarin,RU,2021-10-03 00:44:35,54.4333,113.6,37.27,51,16,0.22
510,Magrath,CA,2021-10-03 00:44:35,49.4167,-112.8686,66.97,24,90,11.5
511,Bang Saphan,TH,2021-10-03 00:44:36,11.2126,99.5117,78.75,83,100,4.03
512,Tautira,PF,2021-10-03 00:44:36,-17.7333,-149.15,84.22,76,8,12.86
513,Luderitz,NA,2021-10-03 00:44:36,-26.6481,15.1594,55.94,70,0,23.04
514,Isla Aguada,MX,2021-10-03 00:44:37,18.7833,-91.4667,84.38,72,69,12.06
515,Namibe,AO,2021-10-03 00:39:39,-15.1961,12.1522,58.48,88,6,4.07
516,Calvinia,ZA,2021-10-03 00:44:37,-31.4707,19.776,38.89,79,0,3.49
517,Manacapuru,BR,2021-10-03 00:44:38,-3.2997,-60.6206,77.58,87,11,3.22
518,Mocuba,MZ,2021-10-03 00:44:38,-16.8392,36.9856,78.3,49,2,4.92
519,Mount Isa,AU,2021-10-03 00:44:39,-20.7333,139.5,94.77,10,2,12.66
520,Flagstaff,US,2021-10-03 00:43:59,35.1981,-111.6513,67.68,43,1,4.61
521,Kindu,CD,2021-10-03 00:44:39,-2.95,25.95,69.42,99,100,3.24
522,Persianovskiy,RU,2021-10-03 00:44:40,47.5137,40.1075,59.56,58,0,13.42
523,Santa Rosa,PH,2021-10-03 00:44:40,14.3122,121.1114,86.86,71,100,5.86
524,Portland,US,2021-10-03 00:40:13,45.5234,-122.6762,72.41,54,20,1.01
525,Troitsko-Pechorsk,RU,2021-10-03 00:44:41,62.7084,56.1964,35.6,65,100,3.98
526,Moerai,PF,2021-10-03 00:44:41,-22.4333,-151.3333,75.87,75,100,7.11
527,Fukue,JP,2021-10-03 00:44:42,32.6881,128.8419,77.36,83,20,9.22
528,Zabid,YE,2021-10-03 00:44:42,14.1951,43.3152,87.03,69,100,3.83
529,Salta,AR,2021-10-03 00:42:18,-24.7859,-65.4117,73.99,49,20,8.05
530,Turukhansk,RU,2021-10-03 00:44:43,65.8167,87.9833,31.32,93,100,2.04
531,Micheweni,TZ,2021-10-03 00:44:43,-4.9667,39.8333,75.0,85,72,8.46
532,Nha Trang,VN,2021-10-03 00:44:01,12.25,109.1833,82.4,84,100,4.29
533,Sao Jose Da Coroa Grande,BR,2021-10-03 00:44:44,-8.8978,-35.1478,76.05,86,10,9.53
534,Pardina,RO,2021-10-03 00:44:44,45.3064,28.9569,46.99,61,94,7.27
535,Shimoda,JP,2021-10-03 00:44:45,34.6667,138.95,73.11,68,0,14.56
536,Mitsamiouli,KM,2021-10-03 00:44:45,-11.3847,43.2844,75.51,78,33,13.4
537,Gambela,ET,2021-10-03 00:44:45,8.25,34.5833,68.5,95,99,2.19
538,Dobsina,SK,2021-10-03 00:44:46,48.8207,20.3699,49.08,90,86,2.39
539,Kahului,US,2021-10-03 00:41:02,20.8947,-156.47,88.86,67,40,20.71
540,Dourbali,TD,2021-10-03 00:44:46,11.8091,15.8632,80.64,32,71,6.35
541,Nyurba,RU,2021-10-03 00:44:47,63.2842,118.3319,33.91,68,91,0.51
542,Laguna,US,2021-10-03 00:44:36,38.421,-121.4238,92.93,22,1,1.01
543,Fairbanks,US,2021-10-03 00:44:47,64.8378,-147.7164,35.6,95,90,1.01
544,Chinsali,ZM,2021-10-03 00:44:48,-10.5414,32.0816,72.12,42,100,2.73
545,Mogadishu,SO,2021-10-03 00:44:48,2.0371,45.3438,77.7,84,25,14.0
546,Barreirinhas,BR,2021-10-03 00:44:48,-2.7469,-42.8264,78.89,78,9,10.87
547,Cururupu,BR,2021-10-03 00:44:49,-1.8283,-44.8683,75.6,87,12,3.85
548,Planeta Rica,CO,2021-10-03 00:44:49,8.4147,-75.5883,77.18,91,99,7.49
549,Qasigiannguit,GL,2021-10-03 00:44:50,68.8193,-51.1922,17.28,92,27,4.41
